"State","Year","Obese Adults (%)"
"MD",2017,36.1
"AK",2017,36.1
"DE",2015,36.1
"SC",2013,36.1
"WI",2013,36.1
"LA",2014,36.1
"MS",2017,36.1
"WY",2017,36.1
"TN",2017,36.1
"IL",2019,36.1
"IA",2019,36.1
"AZ",2019,36.1
"MO",2019,36.1
"IA",2019,36.1
"DE",2011,36.1
"SC",2013,36.1
"MS",2019,36.1
"KY",2019,36.1
"AK",2019,36.1
"AL",2019,36.1
"WY",2019,36.1
"ME",2019,36.1
"NJ",2012,36.1
"KS",2012,36.1
"MI",2015,36.1
"MT",2011,36.1
"IA",2014,36.1
"LA",2014,36.1
"ND",2013,36.1
"NY",2011,36.1
"MA",2013,36.1
"RI",2013,36.1
"IL",2015,36.1
"TX",2012,36.1
"TN",2013,36.1
"WA",2016,36.1
"RI",2016,36.1
"PA",2021,36.1
"TX",2021,36.1
"KS",2021,36.1
"DE",2021,36.1
"SC",2021,36.1
"SD",2021,36.1
"MN",2021,36.1
"IL",2021,36.1
"AR",2022,36.1
"IA",2022,36.1
"ID",2022,36.1
"MN",2022,36.1
"NC",2022,36.1
"PA",2022,36.1
"PA",2022,36.1
"UT",2022,36.1
"AR",2018,36.2
"OK",2018,36.2
"NM",2018,36.2
"SC",2018,36.2
"TX",2018,36.2
"ND",2018,36.2
"SD",2018,36.2
"AL",2018,36.2
"AR",2018,36.2
"KY",2020,36.2
"MD",2020,36.2
"MO",2020,36.2
"LA",2020,36.2
"SC",2020,36.2
"AL",2020,36.2
"SC",2020,36.2
"RI",2020,36.2
"ME",2020,36.2
"IA",2020,36.2
"KY",2020,36.2
"IN",2017,36.2
"GA",2017,36.2
"LA",2017,36.2
"KY",2015,36.2
"PA",2015,36.2
"KY",2015,36.2
"ND",2011,36.2
"IN",2017,36.2
"AK",2017,36.2
"NC",2017,36.2
"GA",2015,36.2
"OR",2015,36.2
"AZ",2019,36.2
"AL",2019,36.2
"NE",2019,36.2
"WV",2013,36.2
"AR",2015,36.2
"IA",2019,36.2
"IL",2019,36.2
"WI",2019,36.2
"SC",2012,36.2
"AZ",2011,36.2
"MS",2014,36.2
"WV",2014,36.2
"MI",2015,36.2
"OK",2011,36.2
"WI",2013,36.2
"WY",2012,36.2
"MS",2014,36.2
"GA",2014,36.2
"ND",2012,36.2
"LA",2015,36.2
"IN",2011,36.2
"AL",2016,36.2
"TX",2016,36.2
"TN",2016,36.2
"AZ",2016,36.2
"WV",2016,36.2
"AL",2016,36.2
"VA",2016,36.2
"AK",2021,36.2
"NV",2021,36.2
"AK",2022,36.2
"AZ",2022,36.2
"ID",2022,36.2
"MD",2022,36.2
"MO",2022,36.2
"NH",2022,36.2
"NM",2022,36.2
"NJ",2018,36.3
"IL",2018,36.3
"TX",2016,36.3
"MI",2018,36.3
"PA",2018,36.3
"MS",2018,36.3
"KY",2016,36.3
"NE",2020,36.3
"KS",2020,36.3
"MI",2016,36.3
"KS",2020,36.3
"DE",2015,36.3
"OK",2017,36.3
"KS",2017,36.3
"NH",2017,36.3
"MD",2017,36.3
"AR",2017,36.3
"AL",2017,36.3
"NJ",2017,36.3
"AL",2017,36.3
"TX",2012,36.3
"LA",2011,36.3
"NY",2012,36.3
"OK",2017,36.3
"MA",2017,36.3
"IA",2017,36.3
"PA",2017,36.3
"AL",2017,36.3
"SC",2019,36.3
"OH",2019,36.3
"ME",2019,36.3
"ND",2019,36.3
"AR",2019,36.3
"SC",2019,36.3
"VA",2019,36.3
"NE",2014,36.3
"NM",2013,36.3
"LA",2011,36.3
"DE",2013,36.3
"VA",2012,36.3
"OK",2014,36.3
"OK",2015,36.3
"OR",2015,36.3
"SC",2015,36.3
"FL",2014,36.3
"PA",2013,36.3
"WA",2013,36.3
"IA",2016,36.3
"CT",2016,36.3
"OK",2016,36.3
"AK",2016,36.3
"MO",2016,36.3
"LA",2016,36.3
"AL",2016,36.3
"OK",2016,36.3
"MN",2021,36.3
"NE",2021,36.3
"IA",2021,36.3
"TN",2021,36.3
"AZ",2021,36.3
"SC",2021,36.3
"MN",2021,36.3
"PA",2021,36.3
"ND",2021,36.3
"IN",2021,36.3
"ID",2021,36.3
"AL",2022,36.3
"AL",2022,36.3
"GA",2022,36.3
"IA",2022,36.3
"MT",2022,36.3
"NE",2022,36.3
"NH",2022,36.3
"RI",2022,36.3
"SD",2022,36.3
"VA",2022,36.3
"WA",2022,36.3
"AZ",2016,36.4
"NV",2020,36.4
"OH",2018,36.4
"MO",2018,36.4
"ID",2018,36.4
"NM",2018,36.4
"KY",2018,36.4
"AR",2018,36.4
"NM",2018,36.4
"WY",2020,36.4
"OK",2020,36.4
"TN",2020,36.4
"ID",2020,36.4
"WI",2020,36.4
"LA",2020,36.4
"AR",2020,36.4
"NE",2020,36.4
"KS",2020,36.4
"OR",2020,36.4
"NH",2020,36.4
"MS",2020,36.4
"TX",2020,36.4
"IA",2017,36.4
"OH",2017,36.4
"LA",2017,36.4
"IA",2017,36.4
"IA",2017,36.4
"MO",2013,36.4
"KY",2011,36.4
"KS",2017,36.4
"KS",2017,36.4
"NC",2015,36.4
"MD",2015,36.4
"OK",2012,36.4
"KS",2019,36.4
"GA",2012,36.4
"AL",2019,36.4
"NY",2019,36.4
"MS",2019,36.4
"MO",2019,36.4
"IN",2019,36.4
"WV",2019,36.4
"OK",2019,36.4
"WV",2013,36.4
"OK",2015,36.4
"WI",2015,36.4
"AL",2015,36.4
"MO",2013,36.4
"AR",2011,36.4
"WI",2014,36.4
"MD",2014,36.4
"KY",2015,36.4
"OK",2013,36.4
"KS",2015,36.4
"DE",2014,36.4
"OK",2014,36.4
"MS",2013,36.4
"DE",2013,36.4
"AL",2011,36.4
"SC",2011,36.4
"NV",2016,36.4
"NC",2016,36.4
"IA",2021,36.4
"IA",2021,36.4
"NJ",2021,36.4
"OK",2021,36.4
"NH",2021,36.4
"IA",2021,36.4
"MN",2021,36.4
"MO",2022,36.4
"MT",2022,36.4
"NV",2022,36.4
"NY",2022,36.4
"OK",2022,36.4
"VA",2022,36.4
"WA",2022,36.4
"OH",2018,36.5
"SD",2018,36.5
"GA",2018,36.5
"AR",2018,36.5
"OR",2018,36.5
"CT",2018,36.5
"AZ",2020,36.5
"OH",2018,36.5
"OK",2020,36.5
"NE",2020,36.5
"ND",2020,36.5
"MS",2016,36.5
"IA",2020,36.5
"AZ",2020,36.5
"IN",2020,36.5
"DE",2020,36.5
"CA",2020,36.5
"KY",2020,36.5
"KS",2020,36.5
"IA",2020,36.5
"DE",2020,36.5
"FL",2020,36.5
"NH",2017,36.5
"OK",2017,36.5
"TN",2017,36.5
"MI",2014,36.5
"NC",2012,36.5
"TX",2011,36.5
"AL",2015,36.5
"LA",2017,36.5
"KS",2012,36.5
"KS",2014,36.5
"OK",2017,36.5
"MS",2017,36.5
"ME",2015,36.5
"ID",2017,36.5
"MD",2014,36.5
"NE",2019,36.5
"IL",2019,36.5
"WY",2014,36.5
"TN",2019,36.5
"TN",2019,36.5
"WI",2019,36.5
"KY",2019,36.5
"MD",2019,36.5
"NE",2015,36.5
"WI",2019,36.5
"NE",2015,36.5
"WV",2014,36.5
"VA",2011,36.5
"MS",2015,36.5
"TX",2014,36.5
"AL",2015,36.5
"TN",2011,36.5
"TX",2015,36.5
"TX",2013,36.5
"WI",2015,36.5
"DE",2013,36.5
"OH",2014,36.5
"AR",2014,36.5
"DE",2011,36.5
"LA",2015,36.5
"NC",2013,36.5
"AR",2016,36.5
"LA",2016,36.5
"IN",2016,36.5
"NC",2021,36.5
"MD",2021,36.5
"PA",2021,36.5
"MO",2021,36.5
"ME",2021,36.5
"VA",2021,36.5
"MT",2021,36.5
"NE",2021,36.5
"OH",2021,36.5
"OH",2021,36.5
"IL",2021,36.5
"AR",2022,36.5
"LA",2022,36.5
"MI",2022,36.5
"MN",2022,36.5
"WY",2022,36.5
"LA",2016,36.6
"AL",2018,36.6
"WV",2018,36.6
"MD",2018,36.6
"KY",2018,36.6
"NC",2018,36.6
"IN",2018,36.6
"VA",2018,36.6
"KY",2018,36.6
"WA",2020,36.6
"MI",2020,36.6
"KY",2020,36.6
"MI",2020,36.6
"HI",2016,36.6
"MN",2020,36.6
"KS",2020,36.6
"IL",2017,36.6
"MS",2017,36.6
"IA",2017,36.6
"SC",2015,36.6
"VA",2017,36.6
"AL",2013,36.6
"TN",2019,36.6
"KY",2011,36.6
"TX",2019,36.6
"NE",2019,36.6
"KS",2019,36.6
"UT",2019,36.6
"NM",2019,36.6
"IA",2015,36.6
"ND",2013,36.6
"MI",2013,36.6
"DE",2014,36.6
"SC",2014,36.6
"MN",2014,36.6
"ND",2011,36.6
"CA",2012,36.6
"MD",2014,36.6
"CT",2015,36.6
"TX",2012,36.6
"KS",2014,36.6
"WI",2012,36.6
"IA",2012,36.6
"MN",2016,36.6
"LA",2016,36.6
"IL",2016,36.6
"MD",2016,36.6
"MI",2016,36.6
"MO",2021,36.6
"IA",2021,36.6
"TX",2021,36.6
"WI",2021,36.6
"AK",2022,36.6
"IN",2022,36.6
"KS",2022,36.6
"MA",2022,36.6
"MN",2022,36.6
"MS",2022,36.6
"NM",2022,36.6
"OH",2022,36.6
"SD",2022,36.6
"UT",2022,36.6
"UT",2022,36.6
"WY",2022,36.6
"TN",2016,36.7
"IL",2018,36.7
"OH",2018,36.7
"SC",2018,36.7
"IL",2018,36.7
"AZ",2018,36.7
"MO",2018,36.7
"WY",2020,36.7
"TN",2020,36.7
"TN",2020,36.7
"KY",2020,36.7
"GA",2020,36.7
"OH",2017,36.7
"ND",2017,36.7
"IN",2017,36.7
"OK",2017,36.7
"ND",2017,36.7
"ME",2017,36.7
"MD",2017,36.7
"NH",2014,36.7
"KS",2014,36.7
"MS",2012,36.7
"IN",2015,36.7
"MI",2011,36.7
"ND",2013,36.7
"GA",2013,36.7
"NV",2014,36.7
"WV",2017,36.7
"AZ",2014,36.7
"WI",2017,36.7
"LA",2017,36.7
"OH",2019,36.7
"CA",2019,36.7
"WV",2019,36.7
"IN",2019,36.7
"TX",2019,36.7
"MS",2019,36.7
"TX",2019,36.7
"AR",2014,36.7
"PA",2013,36.7
"WV",2015,36.7
"IN",2011,36.7
"AL",2013,36.7
"AZ",2013,36.7
"ID",2015,36.7
"LA",2011,36.7
"AR",2015,36.7
"MS",2013,36.7
"MS",2015,36.7
"PA",2016,36.7
"MO",2016,36.7
"NJ",2016,36.7
"GA",2016,36.7
"WI",2021,36.7
"ME",2021,36.7
"SC",2021,36.7
"LA",2021,36.7
"AK",2021,36.7
"MS",2021,36.7
"AR",2021,36.7
"NM",2021,36.7
"VA",2021,36.7
"WI",2021,36.7
"CA",2022,36.7
"IA",2022,36.7
"KY",2022,36.7
"MT",2022,36.7
"NE",2022,36.7
"OR",2022,36.7
"SC",2022,36.7
"TX",2022,36.7
"SC",2018,36.8
"IA",2018,36.8
"LA",2018,36.8
"KY",2018,36.8
"KY",2018,36.8
"WA",2018,36.8
"IN",2020,36.8
"IA",2020,36.8
"NC",2020,36.8
"IA",2020,36.8
"IN",2020,36.8
"WI",2020,36.8
"OH",2020,36.8
"CT",2020,36.8
"IA",2020,36.8
"GA",2020,36.8
"SC",2017,36.8
"DE",2013,36.8
"KS",2013,36.8
"NM",2011,36.8
"WY",2014,36.8
"AR",2017,36.8
"ND",2014,36.8
"OK",2019,36.8
"ND",2014,36.8
"PA",2015,36.8
"DE",2019,36.8
"NE",2015,36.8
"VA",2019,36.8
"NE",2019,36.8
"SC",2019,36.8
"MT",2014,36.8
"NH",2019,36.8
"MD",2011,36.8
"MI",2014,36.8
"DE",2019,36.8
"NV",2014,36.8
"CT",2015,36.8
"MO",2012,36.8
"NC",2015,36.8
"LA",2011,36.8
"ND",2014,36.8
"LA",2013,36.8
"OR",2013,36.8
"GA",2012,36.8
"LA",2011,36.8
"GA",2011,36.8
"KS",2016,36.8
"TX",2016,36.8
"NE",2021,36.8
"KS",2021,36.8
"AL",2021,36.8
"LA",2021,36.8
"OR",2021,36.8
"MO",2021,36.8
"NY",2021,36.8
"ME",2021,36.8
"RI",2021,36.8
"CT",2022,36.8
"KS",2022,36.8
"KS",2022,36.8
"MI",2022,36.8
"NV",2022,36.8
"NV",2022,36.8
"SC",2022,36.8
"SD",2022,36.8
"WI",2022,36.8
"WV",2022,36.8
"GA",2018,36.9
"MD",2018,36.9
"WI",2018,36.9
"SC",2018,36.9
"MD",2018,36.9
"MD",2018,36.9
"MS",2018,36.9
"NE",2018,36.9
"VA",2016,36.9
"PA",2016,36.9
"MD",2020,36.9
"OK",2020,36.9
"NV",2020,36.9
"NC",2020,36.9
"NC",2017,36.9
"KS",2017,36.9
"AR",2015,36.9
"MS",2014,36.9
"MI",2017,36.9
"FL",2017,36.9
"NM",2015,36.9
"OK",2017,36.9
"MN",2012,36.9
"ME",2019,36.9
"KS",2019,36.9
"AR",2019,36.9
"MI",2019,36.9
"OK",2015,36.9
"IN",2012,36.9
"WI",2012,36.9
"AR",2011,36.9
"MO",2015,36.9
"MS",2011,36.9
"VT",2016,36.9
"IL",2016,36.9
"IA",2021,36.9
"NE",2021,36.9
"AZ",2021,36.9
"NM",2021,36.9
"NH",2021,36.9
"GA",2022,36.9
"ID",2022,36.9
"NC",2022,36.9
"ND",2022,36.9
"NH",2022,36.9
"NV",2022,36.9
"WA",2022,36.9
"WY",2016,37
"SC",2020,37
"ND",2018,37
"KY",2018,37
"MD",2018,37
"OK",2018,37
"MO",2020,37
"WA",2020,37
"ID",2020,37
"MD",2020,37
"TX",2020,37
"NJ",2020,37
"KY",2020,37
"VT",2020,37
"GA",2017,37
"DE",2017,37
"AL",2017,37
"KY",2017,37
"KS",2013,37
"MO",2012,37
"MS",2015,37
"AR",2014,37
"TX",2011,37
"VT",2017,37
"KY",2014,37
"KS",2019,37
"NC",2019,37
"TN",2015,37
"NC",2019,37
"KY",2014,37
"NC",2013,37
"TN",2012,37
"MI",2012,37
"IL",2015,37
"MO",2011,37
"OH",2015,37
"MI",2011,37
"IN",2013,37
"SC",2011,37
"MI",2013,37
"KS",2016,37
"RI",2016,37
"NC",2016,37
"MI",2016,37
"AK",2021,37
"MI",2021,37
"IA",2021,37
"MI",2021,37
"CA",2021,37
"PA",2021,37
"MD",2021,37
"UT",2021,37
"SD",2022,37
"SD",2021,37
"UT",2021,37
"GA",2022,37
"ME",2022,37
"MI",2022,37
"MS",2022,37
"ND",2022,37
"NE",2022,37
"NH",2022,37
"VT",2022,37
"WI",2022,37
"WV",2022,37
"IN",2018,37.1
"AR",2018,37.1
"VA",2018,37.1
"KS",2018,37.1
"VA",2020,37.1
"TX",2020,37.1
"AR",2020,37.1
"OH",2020,37.1
"MI",2020,37.1
"MI",2020,37.1
"AZ",2020,37.1
"OH",2020,37.1
"SC",2017,37.1
"WV",2011,37.1
"ND",2012,37.1
"LA",2012,37.1
"TN",2014,37.1
"FL",2017,37.1
"AL",2017,37.1
"TX",2013,37.1
"NM",2019,37.1
"MD",2019,37.1
"TN",2019,37.1
"KY",2015,37.1
"OH",2019,37.1
"VA",2011,37.1
"KY",2019,37.1
"MI",2019,37.1
"ND",2019,37.1
"KY",2014,37.1
"GA",2013,37.1
"AL",2013,37.1
"GA",2015,37.1
"WV",2011,37.1
"LA",2014,37.1
"IN",2013,37.1
"IA",2013,37.1
"DE",2015,37.1
"SD",2015,37.1
"PA",2014,37.1
"WI",2011,37.1
"ND",2021,37.1
"TN",2021,37.1
"IN",2021,37.1
"KS",2021,37.1
"SC",2021,37.1
"TX",2021,37.1
"AK",2021,37.1
"AR",2021,37.1
"UT",2021,37.1
"CA",2021,37.1
"CT",2022,37.1
"MD",2022,37.1
"NM",2022,37.1
"FL",2018,37.2
"AL",2018,37.2
"WV",2020,37.2
"NC",2020,37.2
"ND",2020,37.2
"MN",2020,37.2
"MO",2020,37.2
"VT",2020,37.2
"WA",2020,37.2
"MI",2020,37.2
"LA",2020,37.2
"OH",2020,37.2
"MO",2017,37.2
"MI",2017,37.2
"WI",2017,37.2
"MS",2015,37.2
"SD",2017,37.2
"TX",2017,37.2
"WV",2017,37.2
"NE",2013,37.2
"KY",2012,37.2
"OK",2019,37.2
"MS",2019,37.2
"SC",2019,37.2
"MS",2019,37.2
"AL",2013,37.2
"OK",2019,37.2
"MO",2019,37.2
"KY",2019,37.2
"WY",2019,37.2
"AR",2011,37.2
"WV",2013,37.2
"TN",2015,37.2
"SC",2011,37.2
"MS",2015,37.2
"AR",2012,37.2
"WV",2014,37.2
"WA",2014,37.2
"OH",2016,37.2
"PA",2016,37.2
"NE",2021,37.2
"SD",2021,37.2
"MO",2021,37.2
"DE",2022,37.2
"IA",2022,37.2
"KS",2022,37.2
"KS",2022,37.2
"MO",2022,37.2
"NC",2022,37.2
"NY",2022,37.2
"OH",2022,37.2
"SC",2022,37.2
"SC",2022,37.2
"VA",2022,37.2
"WY",2022,37.2
"LA",2018,37.3
"AR",2018,37.3
"ND",2018,37.3
"KS",2018,37.3
"NC",2020,37.3
"ME",2020,37.3
"OK",2020,37.3
"IL",2020,37.3
"OH",2020,37.3
"NV",2017,37.3
"ID",2017,37.3
"AK",2017,37.3
"MS",2017,37.3
"AR",2015,37.3
"IN",2013,37.3
"SC",2011,37.3
"TX",2017,37.3
"HI",2017,37.3
"ND",2017,37.3
"NV",2011,37.3
"MD",2013,37.3
"RI",2019,37.3
"MI",2019,37.3
"MI",2019,37.3
"AL",2019,37.3
"OK",2014,37.3
"MD",2013,37.3
"AK",2019,37.3
"NE",2014,37.3
"RI",2019,37.3
"NC",2015,37.3
"PA",2015,37.3
"PA",2011,37.3
"MS",2011,37.3
"KS",2015,37.3
"CT",2014,37.3
"GA",2015,37.3
"MS",2012,37.3
"CA",2011,37.3
"WV",2012,37.3
"MI",2013,37.3
"SC",2016,37.3
"MS",2016,37.3
"ME",2016,37.3
"MI",2016,37.3
"NE",2021,37.3
"ND",2021,37.3
"NE",2021,37.3
"MO",2021,37.3
"MN",2021,37.3
"DE",2022,37.3
"IL",2022,37.3
"KS",2022,37.3
"LA",2022,37.3
"MD",2022,37.3
"OR",2022,37.3
"VA",2022,37.3
"WA",2022,37.3
"WI",2022,37.3
"IA",2018,37.4
"DE",2018,37.4
"KS",2018,37.4
"OK",2018,37.4
"WY",2018,37.4
"NE",2018,37.4
"IN",2018,37.4
"RI",2018,37.4
"AZ",2020,37.4
"VA",2020,37.4
"TN",2020,37.4
"OK",2017,37.4
"AL",2017,37.4
"MS",2012,37.4
"AR",2017,37.4
"IL",2015,37.4
"IA",2013,37.4
"SC",2017,37.4
"AR",2014,37.4
"WV",2015,37.4
"DE",2017,37.4
"MO",2011,37.4
"PA",2019,37.4
"WV",2012,37.4
"IN",2019,37.4
"AR",2019,37.4
"NC",2019,37.4
"OH",2013,37.4
"ND",2019,37.4
"NC",2019,37.4
"MS",2012,37.4
"AL",2014,37.4
"NY",2014,37.4
"IA",2012,37.4
"ID",2012,37.4
"WV",2014,37.4
"MD",2012,37.4
"IA",2014,37.4
"LA",2011,37.4
"WY",2012,37.4
"KY",2013,37.4
"OK",2011,37.4
"NV",2013,37.4
"KY",2016,37.4
"WV",2016,37.4
"PA",2021,37.4
"IN",2021,37.4
"NV",2021,37.4
"GA",2021,37.4
"NM",2021,37.4
"MI",2021,37.4
"AL",2022,37.4
"AL",2022,37.4
"AR",2022,37.4
"IA",2022,37.4
"KY",2022,37.4
"LA",2022,37.4
"MO",2022,37.4
"ND",2022,37.4
"NE",2022,37.4
"NM",2016,37.5
"NE",2018,37.5
"TN",2018,37.5
"DE",2020,37.5
"IA",2020,37.5
"OH",2020,37.5
"NE",2020,37.5
"AL",2020,37.5
"OK",2015,37.5
"OR",2017,37.5
"OH",2017,37.5
"MS",2012,37.5
"NE",2013,37.5
"MS",2011,37.5
"SC",2012,37.5
"LA",2012,37.5
"WV",2014,37.5
"WI",2017,37.5
"NE",2017,37.5
"OK",2012,37.5
"WI",2017,37.5
"MI",2015,37.5
"IN",2012,37.5
"AZ",2015,37.5
"MO",2019,37.5
"IL",2019,37.5
"WI",2012,37.5
"IN",2019,37.5
"SD",2019,37.5
"NC",2014,37.5
"KY",2015,37.5
"IN",2016,37.5
"NJ",2016,37.5
"NC",2016,37.5
"TN",2016,37.5
"OH",2016,37.5
"AL",2016,37.5
"OR",2021,37.5
"PA",2021,37.5
"IA",2021,37.5
"ND",2021,37.5
"OR",2021,37.5
"WI",2021,37.5
"KS",2021,37.5
"FL",2022,37.5
"MI",2022,37.5
"NV",2022,37.5
"SC",2022,37.5
"UT",2022,37.5
"NV",2018,37.6
"MO",2018,37.6
"IN",2018,37.6
"VA",2018,37.6
"IL",2018,37.6
"AZ",2020,37.6
"WV",2020,37.6
"OH",2020,37.6
"GA",2020,37.6
"DE",2020,37.6
"NM",2020,37.6
"MS",2017,37.6
"PA",2017,37.6
"CO",2014,37.6
"RI",2017,37.6
"KY",2012,37.6
"NE",2019,37.6
"AZ",2019,37.6
"SC",2014,37.6
"TX",2019,37.6
"TN",2015,37.6
"MI",2013,37.6
"LA",2019,37.6
"NC",2019,37.6
"OK",2019,37.6
"WV",2019,37.6
"OK",2015,37.6
"GA",2019,37.6
"NH",2019,37.6
"UT",2019,37.6
"ME",2012,37.6
"MS",2011,37.6
"AL",2015,37.6
"AR",2012,37.6
"MN",2013,37.6
"OK",2012,37.6
"SC",2013,37.6
"ID",2014,37.6
"VT",2011,37.6
"WA",2016,37.6
"MD",2016,37.6
"WV",2016,37.6
"NE",2016,37.6
"GA",2016,37.6
"NE",2016,37.6
"AR",2021,37.6
"OH",2021,37.6
"OH",2021,37.6
"AR",2021,37.6
"AL",2022,37.6
"FL",2022,37.6
"IA",2022,37.6
"KS",2022,37.6
"LA",2022,37.6
"MD",2022,37.6
"MO",2022,37.6
"NC",2022,37.6
"OR",2022,37.6
"AL",2020,37.7
"AL",2018,37.7
"KY",2018,37.7
"VT",2018,37.7
"AR",2018,37.7
"TX",2018,37.7
"DE",2018,37.7
"OR",2018,37.7
"MI",2018,37.7
"FL",2018,37.7
"WA",2016,37.7
"TN",2020,37.7
"IA",2017,37.7
"DE",2020,37.7
"OH",2020,37.7
"ID",2020,37.7
"SC",2020,37.7
"NC",2020,37.7
"MI",2020,37.7
"SC",2020,37.7
"WY",2017,37.7
"MI",2017,37.7
"MO",2011,37.7
"AK",2017,37.7
"KS",2017,37.7
"LA",2017,37.7
"GA",2014,37.7
"SD",2014,37.7
"DE",2014,37.7
"KS",2015,37.7
"CA",2017,37.7
"MS",2017,37.7
"MO",2019,37.7
"DE",2019,37.7
"VT",2019,37.7
"NC",2019,37.7
"NC",2011,37.7
"MO",2019,37.7
"MD",2015,37.7
"WV",2014,37.7
"IL",2015,37.7
"SC",2013,37.7
"NM",2014,37.7
"ID",2014,37.7
"MS",2014,37.7
"WV",2016,37.7
"IA",2021,37.7
"IA",2021,37.7
"NE",2021,37.7
"ID",2021,37.7
"IN",2022,37.7
"IN",2022,37.7
"KY",2022,37.7
"NE",2022,37.7
"NM",2022,37.7
"VA",2022,37.7
"WI",2022,37.7
"KY",2018,37.8
"WV",2018,37.8
"NC",2018,37.8
"NM",2018,37.8
"MN",2018,37.8
"KY",2018,37.8
"AL",2018,37.8
"MO",2018,37.8
"AR",2020,37.8
"NH",2020,37.8
"NM",2020,37.8
"IL",2017,37.8
"MS",2017,37.8
"AK",2017,37.8
"LA",2017,37.8
"LA",2014,37.8
"IA",2012,37.8
"WI",2014,37.8
"MI",2017,37.8
"KY",2017,37.8
"SC",2017,37.8
"AZ",2019,37.8
"PA",2019,37.8
"KY",2019,37.8
"PA",2019,37.8
"WV",2014,37.8
"AR",2019,37.8
"AR",2019,37.8
"CT",2019,37.8
"KY",2019,37.8
"GA",2019,37.8
"MI",2019,37.8
"MS",2019,37.8
"MI",2012,37.8
"NH",2019,37.8
"GA",2014,37.8
"MD",2011,37.8
"LA",2013,37.8
"UT",2012,37.8
"NV",2014,37.8
"IN",2014,37.8
"MI",2015,37.8
"WI",2013,37.8
"RI",2016,37.8
"TX",2016,37.8
"AR",2016,37.8
"TN",2016,37.8
"ID",2016,37.8
"MN",2016,37.8
"GA",2016,37.8
"MN",2021,37.8
"OH",2021,37.8
"MO",2021,37.8
"IA",2021,37.8
"WA",2021,37.8
"IL",2022,37.8
"ME",2022,37.8
"NM",2022,37.8
"OH",2022,37.8
"OH",2022,37.8
"MS",2018,37.9
"MI",2018,37.9
"MO",2018,37.9
"DE",2018,37.9
"FL",2018,37.9
"WV",2016,37.9
"OH",2020,37.9
"KS",2020,37.9
"VT",2020,37.9
"CA",2020,37.9
"OK",2017,37.9
"OK",2017,37.9
"SC",2017,37.9
"WV",2013,37.9
"GA",2015,37.9
"IA",2015,37.9
"GA",2017,37.9
"OH",2017,37.9
"SC",2012,37.9
"OR",2017,37.9
"MD",2019,37.9
"TX",2019,37.9
"VA",2019,37.9
"MS",2014,37.9
"ND",2019,37.9
"IA",2014,37.9
"LA",2019,37.9
"KS",2019,37.9
"KY",2019,37.9
"AR",2012,37.9
"TN",2011,37.9
"AR",2013,37.9
"VA",2011,37.9
"OK",2014,37.9
"IN",2011,37.9
"MS",2012,37.9
"AK",2022,37.9
"WV",2011,37.9
"IL",2013,37.9
"WV",2016,37.9
"IA",2016,37.9
"MO",2016,37.9
"KY",2016,37.9
"OH",2016,37.9
"NM",2021,37.9
"GA",2021,37.9
"TX",2021,37.9
"MI",2021,37.9
"NC",2021,37.9
"IA",2021,37.9
"TX",2021,37.9
"DE",2022,37.9
"IA",2022,37.9
"IN",2022,37.9
"ND",2022,37.9
"VA",2022,37.9
"IA",2018,38
"OK",2018,38
"NM",2018,38
"IN",2018,38
"IN",2018,38
"KS",2018,38
"KS",2020,38
"IA",2020,38
"TX",2020,38
"IN",2020,38
"LA",2020,38
"VA",2017,38
"IA",2017,38
"ND",2017,38
"IN",2017,38
"KS",2015,38
"AR",2014,38
"SC",2014,38
"TN",2013,38
"KS",2015,38
"WV",2019,38
"ND",2019,38
"IA",2015,38
"SC",2015,38
"AL",2011,38
"AR",2014,38
"IN",2015,38
"MI",2011,38
"TN",2014,38
"MI",2016,38
"TX",2016,38
"AL",2021,38
"RI",2021,38
"IA",2021,38
"TN",2021,38
"WA",2021,38
"KS",2021,38
"AL",2022,38
"IN",2022,38
"KS",2022,38
"MA",2022,38
"NM",2022,38
"OH",2022,38
"OK",2022,38
"TN",2022,38
"TX",2022,38
"WI",2022,38
"ND",2018,38.1
"TX",2018,38.1
"KS",2018,38.1
"IA",2018,38.1
"TN",2018,38.1
"ND",2018,38.1
"NH",2018,38.1
"AL",2018,38.1
"GA",2020,38.1
"OK",2020,38.1
"DE",2020,38.1
"SC",2020,38.1
"NJ",2020,38.1
"NC",2020,38.1
"LA",2020,38.1
"OH",2020,38.1
"TX",2020,38.1
"IN",2020,38.1
"WV",2017,38.1
"PA",2017,38.1
"WV",2017,38.1
"OR",2012,38.1
"AR",2011,38.1
"KY",2017,38.1
"IN",2017,38.1
"IA",2017,38.1
"MI",2019,38.1
"WV",2019,38.1
"NM",2019,38.1
"KS",2019,38.1
"LA",2019,38.1
"IN",2015,38.1
"OK",2013,38.1
"WV",2015,38.1
"NV",2014,38.1
"OK",2015,38.1
"KY",2013,38.1
"VA",2011,38.1
"NC",2016,38.1
"VA",2016,38.1
"AZ",2016,38.1
"ME",2016,38.1
"AR",2016,38.1
"MO",2021,38.1
"GA",2021,38.1
"MS",2021,38.1
"IL",2021,38.1
"ID",2021,38.1
"NM",2021,38.1
"MD",2021,38.1
"MS",2021,38.1
"OR",2022,38.1
"ME",2021,38.1
"VA",2021,38.1
"SC",2021,38.1
"NE",2022,38.1
"OH",2022,38.1
"TX",2022,38.1
"ND",2018,38.2
"LA",2018,38.2
"OH",2018,38.2
"NC",2018,38.2
